date,ashland,athens,barkleydam,beaverfalls,beechforklake,belleville,branchland,brookville,calhoun,cannelton,catawba,charleston,dashields,elizabeth2,elizabeth,emsworth,evansville,fullersstation,golconda,grayson,greenup,hamilton,hannibal,higby,huntington,jt-myers,lockport,markland,mcalpine,mcconnelsville,meldahl,milford,montgomery,mountcarmel,natrona,newburgh,new-cumberland,old-shawneetown,perintown,pike-island,pointpleasant,racine,rc-byrd,shepherdsville,smithland,sutersville,wayne,willow-island,yatesvillelake
1994-01-01,44517.77,784.0,51400.0,2780.0,37.6,29186.02,849.0,1000.0,7100.0,56719.08,1700.0,9374.0,19779.64,3782.0,1012.0,19756.02,63592.03,3965.0,92317.46,186.0,44787.47,1700.0,23344.65,1235.0,39472.4,63641.71,4500.0,51398.55,56236.75,3200.0,46360.05,300.0,22669.23,27000.0,12900.0,56701.8,22887.09,92191.52,100.0,23060.5,37292.5,29267.77,38871.85,400.0,92293.6,2880.0,187.0,23563.57,180.7
1994-01-02,44203.62,727.0,51200.0,3030.0,37.6,30240.51,833.0,1000.0,7100.0,56557.7,1600.0,8865.0,21763.39,3512.0,846.0,21826.12,63480.18,3318.0,91750.58,177.0,44487.65,1700.0,24848.9,1024.0,46544.97,63558.68,4200.0,51149.1,55897.92,3471.0,46107.39,200.0,24783.89,26000.0,15600.0,56582.72,24868.03,91486.62,100.0,24766.25,45957.62,30169.5,39261.09,400.0,91768.96,2746.0,185.0,24867.86,181.5
1994-01-03,44524.77,698.0,51200.0,3080.0,39.5,31793.58,823.0,1000.0,7100.0,55897.19,1400.0,8555.0,21622.41,3478.0,821.0,21572.79,62970.71,2791.0,90369.51,169.0,44751.55,1600.0,25744.88,864.0,50252.61,63150.47,3500.0,50640.61,54916.15,4000.0,45888.71,200.0,24866.55,25000.0,14850.0,56050.32,25194.1,89963.05,100.0,25415.29,48204.86,31675.14,40314.19,400.0,90446.92,2880.0,183.0,25919.67,188.6
1994-01-04,46681.42,673.0,50800.0,3050.0,249.9,35180.77,815.0,1000.0,7100.0,54958.18,1300.0,8082.0,27550.72,7469.0,797.0,27767.79,62105.14,2537.0,88502.8,161.0,46772.67,1500.0,29916.72,740.0,50678.36,62371.4,3000.0,50840.75,54219.68,3800.0,46990.98,200.0,30404.9,24000.0,17399.0,55173.55,30416.4,88059.88,100.0,29986.93,48139.41,34834.34,42846.12,300.0,88612.54,2986.0,169.0,29707.76,250.8
1994-01-05,96277.3,1021.0,51400.0,3300.0,583.1,54574.29,6755.0,1021.0,6704.0,66066.14,7305.0,28955.0,26271.6,6434.0,18003.0,26115.96,69153.3,16212.0,92796.67,2785.0,95515.66,1892.0,31810.16,1740.0,85525.86,67356.65,21500.0,69600.66,77448.23,4059.0,75239.68,401.0,29913.42,26440.0,15900.0,63068.27,30609.07,93931.52,325.0,31132.4,84649.55,51976.54,75557.86,1669.0,92440.62,2761.0,2414.0,32125.4,1256.4
1994-01-06,120927.28,985.0,46000.0,3350.0,561.3,56561.16,5445.0,1021.0,6704.0,103472.1,10286.0,24920.0,28731.61,10147.0,12244.0,28763.75,97969.58,20595.0,113173.35,1881.0,122407.74,1819.0,33684.09,1784.0,100945.71,90474.02,26902.0,112087.61,126338.88,3950.0,118203.87,392.0,32192.92,26120.0,15000.0,93546.58,32706.65,117729.14,316.0,32989.13,93766.83,57050.52,88884.05,1706.0,111605.75,3031.0,1966.0,34108.59,1477.4
1994-01-07,112115.35,999.0,46400.0,3500.0,693.3,51066.18,5172.0,1077.0,6704.0,154043.62,11133.0,18880.0,28420.1,9911.0,6749.0,28303.35,144737.81,15019.0,151575.46,1713.0,115700.67,2004.0,34636.84,1904.0,93230.44,132858.71,31725.0,142366.44,167697.72,4004.0,127973.98,604.0,32244.91,25390.0,15000.0,141471.25,33026.05,158885.53,1029.0,33658.88,82500.57,52647.65,78984.18,3295.0,148690.87,2343.0,1511.0,35285.12,1792.4
1994-01-08,171865.73,2328.0,50100.0,4000.0,51.6,88635.52,19790.0,1227.0,13039.0,196139.05,24652.0,51926.0,61394.42,41638.0,29230.0,62711.6,198964.82,30921.0,204100.96,3846.0,172146.68,2188.0,58306.93,3611.0,136620.51,188281.36,41851.0,170767.25,202527.33,4313.0,157359.7,1237.0,63798.7,24660.0,15150.0,188365.31,62731.57,212485.07,977.0,59687.42,123549.1,84701.94,128033.41,6395.0,200288.6,6852.0,4048.0,56673.76,1585.3
1994-01-09,242069.16,1643.0,50700.0,3800.0,22.2,115725.08,15675.0,1049.0,20600.0,241918.67,24389.0,78409.0,70357.79,47300.0,30192.0,70347.55,250855.79,41423.0,263113.56,3886.0,242642.83,1763.0,77248.29,2862.0,214241.2,239233.23,44950.0,229025.72,257065.34,3943.0,226107.88,599.0,74522.59,23700.0,12450.0,232763.53,76191.12,268863.43,657.0,76350.48,208376.05,113447.42,188710.41,2900.0,259856.71,6602.0,3195.0,76719.5,1539.0
1994-01-10,234102.66,1320.0,50700.0,2190.0,889.9,100566.85,9250.0,1035.0,22515.0,296714.43,16205.0,42200.0,48440.46,23655.0,10120.0,47041.71,307963.87,38830.0,319611.29,2770.0,240074.61,1708.0,68760.98,2550.0,206294.51,295459.79,47601.0,275760.31,312132.75,3950.0,258839.63,380.0,53106.74,22743.0,12150.0,285861.83,57647.99,325561.08,877.0,63015.93,183724.39,105048.24,170181.03,2314.0,315985.42,5138.0,2230.0,72829.4,1523.9
1994-01-11,183150.23,1270.0,49700.0,3560.0,1417.2,83378.69,7148.0,1021.0,19784.0,333988.06,7113.0,29597.0,46314.24,24167.0,5914.0,46012.44,350945.91,22128.0,370678.77,2568.0,191741.66,1689.0,59879.68,2181.0,147226.66,342607.31,46342.0,267423.39,324787.61,3896.0,229826.36,481.0,50681.02,21836.0,14325.0,328557.6,52936.94,373801.82,877.0,55616.39,121714.45,87865.56,132267.22,3102.0,367590.99,5062.0,2285.0,63689.48,3061.6
1994-01-12,149444.39,1261.0,50100.0,3600.0,1372.2,74786.31,6131.0,1049.0,18215.0,320482.32,6160.0,25775.0,43336.93,20020.0,4780.0,42952.36,352660.81,16185.0,392888.14,1753.0,155595.67,1782.0,55612.52,2049.0,120622.83,355376.29,25012.0,223844.47,280895.96,3896.0,185161.43,658.0,47827.26,21320.0,15525.0,328970.49,50021.29,388297.82,924.0,52272.61,107188.35,77671.48,113020.54,2464.0,392082.32,4529.0,2292.0,58437.88,1565.9
1994-01-13,160213.78,1532.0,50000.0,3330.0,1013.2,78820.02,6851.0,1104.0,18215.0,273188.67,9325.0,54686.0,51595.31,27896.0,8337.0,51743.29,316000.91,16758.0,375574.25,2696.0,163448.62,1911.0,59235.49,2422.0,137853.28,328651.4,22647.0,195912.0,235227.48,4657.0,171802.3,935.0,55076.09,21085.0,16418.0,290372.35,56387.29,362671.45,643.0,57161.92,131612.1,79675.55,132204.01,1706.0,377783.1,5701.0,2684.0,60782.21,1840.5
1994-01-14,187431.61,1869.0,49400.0,3340.0,357.6,87292.97,7987.0,1064.0,18215.0,244710.95,12966.0,71619.0,54756.63,31368.0,11037.0,54598.21,281035.74,16289.0,340949.4,2218.0,189391.14,1855.0,64218.93,3140.0,174947.35,292918.19,27000.0,203178.12,230796.45,4714.0,190906.16,913.0,58672.61,21480.0,14775.0,256242.68,60545.37,326439.52,799.0,61866.18,169147.57,87571.75,161460.53,1624.0,344415.97,5388.0,2400.0,65706.73,1358.8
1994-01-15,194591.88,1542.0,50800.0,3240.0,137.6,87644.32,6779.0,1000.0,16000.0,250230.36,11500.0,68484.0,51806.43,29341.0,9051.0,51367.52,273302.13,13814.0,318550.11,884.0,197079.78,1800.0,64267.54,2782.0,187799.99,277830.73,26000.0,223170.52,247939.32,3983.0,208446.23,800.0,56055.4,19000.0,13800.0,252391.45,58542.96,308404.36,700.0,60920.26,175876.45,89285.78,168034.82,1500.0,321019.83,4643.0,1672.0,66640.85,408.1
1994-01-16,173643.32,999.0,49800.0,3060.0,133.7,79030.0,4803.0,900.0,14500.0,263722.94,10000.0,50271.0,43711.89,23570.0,5997.0,43070.09,281972.89,10294.0,315898.77,681.0,177788.83,1700.0,58100.18,2266.0,166581.41,282191.49,25000.0,225812.69,256129.01,3055.0,200873.33,700.0,48064.21,18000.0,9600.0,263866.53,50860.14,310049.13,600.0,54011.07,150463.17,82001.15,147929.86,1400.0,316835.99,6174.0,709.0,61358.02,398.5
1994-01-17,148903.86,1261.0,49800.0,2800.0,135.0,67873.92,4395.0,800.0,15000.0,262444.08,8000.0,45054.0,39199.42,13410.0,3728.0,38782.57,285300.7,7495.0,319597.64,649.0,153048.9,1500.0,51327.9,1947.0,140658.77,286978.46,24000.0,206794.38,243770.61,2539.0,176847.73,500.0,42840.21,17500.0,8490.0,266675.66,45017.34,314220.14,400.0,47594.66,126395.98,71140.31,127824.7,1400.0,320052.62,14435.0,442.0,54582.71,400.6
1994-01-18,134362.53,2039.0,51500.0,3390.0,135.0,65526.87,3077.0,800.0,15000.0,243778.47,6050.0,40832.0,45033.82,18088.0,3363.0,45092.59,272487.05,6689.0,313669.31,619.0,137502.04,1330.0,52869.18,1636.0,123622.19,278367.19,24000.0,180952.51,219422.87,2622.0,155480.62,393.0,48637.69,17100.0,9525.0,252568.39,49887.16,305663.48,326.0,50761.25,113407.28,67026.99,118131.08,1190.0,314854.65,15601.0,442.0,54581.86,399.6
1994-01-19,116937.74,1964.0,50000.0,3200.0,55.2,61549.47,2040.0,740.0,12870.0,215831.68,6000.0,24234.0,35928.4,11151.0,2311.0,35272.84,245839.6,6058.0,291479.49,859.0,120329.88,1300.0,48547.23,2942.0,110835.77,255180.33,13000.0,159893.44,189923.74,2580.0,138330.29,393.0,40293.25,13400.0,8280.0,226789.28,42653.15,280280.92,300.0,45315.21,102598.49,63197.48,101388.52,1160.0,293870.27,12365.0,405.0,51042.34,392.1
1994-01-20,98489.91,1874.0,59800.0,3400.0,54.4,55814.18,2132.0,719.0,10399.0,187117.88,6412.0,19535.0,34424.32,10618.0,1823.0,34221.37,214361.21,4937.0,260223.21,382.0,101443.81,1486.0,43953.44,3154.0,92435.47,224710.85,11498.0,141589.33,164857.15,2580.0,119887.06,392.0,38349.91,14486.0,9225.0,197864.66,39787.5,248192.33,339.0,41414.0,83116.42,57578.44,84884.79,1018.0,263242.28,12649.0,435.0,46180.85,168.6
1994-01-21,86653.39,1716.0,59800.0,3350.0,51.4,54803.91,1752.0,769.0,9078.0,162749.77,7000.0,15014.0,38695.57,13410.0,1726.0,38719.5,186714.14,4383.0,227933.7,327.0,88594.79,1559.0,45446.2,4196.0,80900.28,196194.97,10234.0,122575.17,143592.01,2796.0,102540.17,363.0,42214.52,18152.0,10500.0,173192.03,43242.36,216310.76,361.0,43898.37,74553.46,55746.46,76235.12,1068.0,231265.48,13173.0,442.0,46655.13,168.6
1994-01-22,82436.04,1604.0,60200.0,3360.0,51.4,55238.98,1568.0,824.0,7067.0,141539.4,8662.0,14778.0,36752.2,10382.0,1683.0,36467.13,159441.0,4355.0,200806.06,503.0,83861.76,1523.0,45751.88,3440.0,80918.0,167915.3,8100.0,111012.91,126803.95,2789.0,93927.07,418.0,40723.38,23740.0,10650.0,149117.98,42280.28,192388.92,206.0,43706.6,77127.59,55950.96,73984.43,900.0,203226.3,13094.0,357.0,47199.0,167.2
1994-01-23,79583.95,1508.0,59700.0,3364.0,51.4,52456.79,2194.0,908.0,6342.0,126366.25,8786.0,13260.0,32555.71,8517.0,1315.0,32215.92,140168.36,4252.0,180031.0,289.0,80692.2,1486.0,42326.08,2522.0,79237.0,146263.41,5725.0,105195.67,115911.18,2779.0,88668.4,413.0,36623.38,23380.0,9600.0,131933.3,38193.49,173314.41,165.0,39949.65,73786.55,53626.68,70602.19,724.0,181888.87,11981.0,315.0,44238.11,164.2
1994-01-24,78263.81,1446.0,60800.0,3360.0,56.4,50059.76,2007.0,1000.0,5600.0,117065.44,7100.0,13092.0,32726.2,9209.0,1470.0,32610.5,127623.27,6249.0,162529.37,310.0,79199.03,1700.0,40416.57,1533.0,74119.3,131770.05,5100.0,100136.22,108738.02,3076.0,85010.28,500.0,36455.86,21500.0,10350.0,120803.28,37548.32,156932.77,200.0,38623.91,68461.21,51094.54,67182.28,1700.0,164073.34,11601.0,392.0,41933.55,174.6
1994-01-25,83295.84,1489.0,60600.0,3870.0,523.1,55783.53,2413.0,1838.0,9518.0,114493.53,8973.0,13343.0,38930.37,12941.0,4060.0,39046.91,125455.89,7161.0,152794.81,1348.0,84797.58,3600.0,44812.34,2238.0,75059.68,126809.54,8100.0,102264.18,109892.29,4007.0,86949.01,1130.0,42837.05,19996.0,11850.0,116305.27,43609.09,149377.0,425.0,43794.79,70650.55,55612.91,70739.86,2253.0,153711.51,12910.0,1240.0,45443.5,179.2
1994-01-26,115984.01,4000.0,50700.0,4980.0,537.8,78158.06,507.0,6488.0,22333.0,140975.0,15500.0,31000.0,62746.82,30046.0,2152.0,63598.79,155052.62,13600.0,171128.43,314.0,115389.78,15321.0,64441.8,1045.0,97385.78,148147.93,26686.0,141308.66,150404.45,9000.0,107703.2,8050.0,66804.83,28407.0,13350.0,135129.27,66666.49,174181.73,2485.0,64818.46,99239.62,76442.98,104474.34,12522.0,169928.27,19730.0,239.0,63522.82,794.0
1994-01-27,196589.4,8820.0,50600.0,7320.0,1088.6,131439.09,7920.0,3065.0,31666.0,199490.16,30964.0,62500.0,85374.86,49787.0,25940.0,86002.55,216070.46,21490.0,233547.49,2250.0,193840.12,12900.0,91105.89,15460.0,180040.24,203780.21,34675.0,196640.4,212634.38,11700.0,173237.6,2636.0,92154.46,39468.0,15825.0,187998.73,92823.2,243312.73,1029.0,91234.74,185529.62,125093.69,178536.4,10301.0,229061.46,17539.0,2060.0,89707.77,1121.0
1994-01-28,265773.1,13298.0,76000.0,7720.0,261.6,165050.32,8348.0,13839.0,32615.0,293519.96,47494.0,69436.0,83261.29,39836.0,20064.0,82645.3,301809.44,24312.0,324298.17,2841.0,265499.04,31139.0,102465.12,25054.0,258121.82,281591.41,61396.0,322751.09,333392.94,24153.0,266128.47,21411.0,92410.72,59731.0,21432.0,271712.01,95984.29,338444.32,8352.0,98704.9,255917.93,162640.71,236298.69,18674.0,318218.84,15629.0,2425.0,104228.74,1787.9
1994-01-29,333227.9,17085.0,91000.0,26500.0,17.9,242717.77,8587.0,13820.0,41196.0,432436.95,43856.0,69100.0,162319.79,104530.0,30539.0,165473.48,434657.27,23337.0,455551.78,2258.0,333402.17,31254.0,167235.02,37414.0,296415.29,403033.7,73615.0,431888.79,470670.24,39262.0,351197.22,8755.0,184551.78,69916.0,40500.0,400200.75,181117.9,476342.93,1397.0,171790.31,283709.04,234459.75,307803.43,19666.0,446463.06,22082.0,1432.0,161834.76,69.9
1994-01-30,358526.1,18506.0,92400.0,20200.0,15.9,264316.55,3076.0,4376.0,39415.0,536880.73,27155.0,51000.0,120826.79,50060.0,13040.0,117849.88,554726.72,14379.0,595298.17,931.0,361194.49,23219.0,176112.66,32633.0,377221.44,527601.99,64500.0,472167.43,538287.38,31533.0,407331.05,5737.0,146497.76,76362.0,41000.0,515771.59,156599.79,613098.07,408.0,166459.13,380767.12,265837.93,335957.6,6701.0,585876.99,11904.0,769.0,181050.34,64.6
1994-01-31,363010.25,16050.0,91200.0,13700.0,14.9,244342.5,8400.0,2704.0,40497.0,567434.8,13824.0,43660.0,96636.2,35536.0,22150.0,94997.68,612092.13,23890.0,694451.79,650.0,366929.71,15787.0,145860.82,28950.0,348428.22,602256.59,49286.0,474243.88,542004.4,28120.0,419640.0,2170.0,114048.98,82249.0,43500.0,567320.33,122239.18,699430.44,312.0,132715.76,315594.66,252416.83,319131.03,2151.0,688397.93,8600.0,3070.0,156684.35,62.1
1994-02-01,305109.19,3370.0,109700.0,7720.0,14.5,188072.02,1837.0,2034.0,40294.0,548075.73,5899.0,50194.0,87336.36,29430.0,2908.0,86445.1,610957.39,7419.0,732694.59,499.0,313368.34,10830.0,120046.52,26708.0,283675.87,616760.0,25626.0,443367.94,502477.32,26506.0,388737.24,1476.0,97382.27,87212.0,44875.0,561552.6,103101.97,723493.56,225.0,110140.23,259230.61,201114.36,274413.3,1943.0,731437.26,6814.0,405.0,129118.61,61.2
1994-02-02,267079.34,2811.0,108600.0,7280.0,735.7,159032.89,1410.0,1735.0,34079.0,497068.66,5000.0,59067.0,75735.96,24776.0,3692.0,74754.85,566095.85,6815.0,716608.44,1974.0,274511.61,6280.0,103044.84,12708.0,246045.31,583191.26,17606.0,390582.62,441221.91,28723.0,333579.68,2888.0,85101.81,92120.0,39000.0,518591.25,89836.68,696771.3,3021.0,95346.56,230161.14,166965.76,243416.4,3240.0,719512.97,5603.0,1165.0,109908.67,1183.2
1994-02-03,239199.33,2534.0,70800.0,7900.0,693.3,146436.39,3217.0,2505.0,29247.0,435754.87,5200.0,36673.0,72012.66,23910.0,3401.0,71460.88,501785.12,10952.0,665792.85,2023.0,245860.81,5344.0,94569.84,16931.0,215219.96,523504.2,14602.0,339489.24,382903.15,28778.0,289963.1,2623.0,81300.1,94998.0,38750.0,459237.48,84908.61,640603.76,3440.0,88726.25,198422.79,151379.89,210152.62,4027.0,671263.85,4987.0,1114.0,99592.64,1657.4
1994-02-04,206712.69,2400.0,60800.0,7200.0,21.7,136166.76,3117.0,2278.0,28306.0,381991.6,5200.0,22638.0,64481.68,20085.0,3287.0,63755.9,441785.22,9363.0,607272.83,2104.0,213505.56,4495.0,86787.37,18803.0,187602.28,461811.14,15875.0,301776.43,338610.88,27742.0,261092.94,2398.0,73305.43,102900.0,34624.0,402580.92,77085.93,582902.3,3388.0,81163.52,172756.31,140522.59,179964.01,3788.0,613203.66,4815.0,1075.0,91397.71,1684.4
1994-02-05,193016.67,1900.0,60400.0,7030.0,21.7,125994.51,3000.0,3206.0,28607.0,340830.95,5500.0,17600.0,58743.69,17007.0,2400.0,58151.43,394847.07,18803.0,555148.44,1961.0,198042.14,3791.0,79271.25,16600.0,165398.74,410956.59,12170.0,274253.55,305141.01,27700.0,236842.21,2345.0,67152.14,103299.0,33142.0,357308.49,70480.29,533616.52,3371.0,74108.61,152563.71,130136.76,160440.46,3757.0,560464.12,4529.0,2104.0,83555.31,1649.9
1994-02-06,167104.98,1542.0,60700.0,6500.0,21.7,117080.22,2975.0,3105.0,27984.0,307386.47,5500.0,17108.0,53898.11,15741.0,1795.0,53372.4,357225.38,5212.0,508261.13,993.0,172057.21,3391.0,72641.56,15100.0,151947.62,370504.19,9800.0,249015.61,275413.47,27642.0,212397.28,2279.0,61647.96,98307.0,30178.0,321224.76,64686.62,488562.73,3319.0,67967.55,141529.73,120839.54,148290.84,3049.0,513063.33,4235.0,445.0,76521.16,1624.4
1994-02-07,163539.98,1400.0,43700.0,6010.0,21.7,106041.15,2900.0,3065.0,28975.0,277974.42,5400.0,14300.0,40778.25,7104.0,2400.0,39873.27,325853.81,18803.0,463766.57,1961.0,167229.42,2950.0,61137.11,14100.0,141341.23,337178.4,8576.0,227222.37,250036.14,27200.0,195417.52,2240.0,48482.05,87650.0,25138.0,290257.19,51891.25,445336.09,3285.0,56011.48,131572.6,109941.06,134864.49,2837.0,468280.69,4000.0,2104.0,65463.25,295.8
1994-02-08,135316.4,1326.0,44500.0,5480.0,61.6,94454.76,1354.0,3026.0,28892.0,253072.93,5200.0,11933.0,38472.84,8802.0,1000.0,38197.79,298899.41,4281.0,418826.31,428.0,139685.42,2768.0,53328.18,13600.0,121549.73,308799.83,7862.0,207852.96,228338.94,26613.0,176544.29,1669.0,44820.91,70550.0,24484.0,263733.87,46967.78,401049.99,3268.0,49524.66,111625.47,98221.29,119938.39,2651.0,423270.7,3231.0,402.0,56703.12,305.1
1994-02-09,145044.26,3646.0,44700.0,5130.0,116.0,116201.28,1103.0,3933.0,25142.0,237519.03,12000.0,22723.0,76744.75,52300.0,10890.0,78275.07,277107.46,5040.0,374967.23,1564.0,147033.43,7500.0,75090.23,12351.0,125708.32,285430.82,13750.0,200641.38,219361.61,26613.0,166299.0,3200.0,80105.22,52446.0,20669.0,245351.36,79166.0,358406.57,3700.0,76020.54,122628.74,114824.86,138885.88,5039.0,379226.38,6046.0,560.0,73976.34,537.1
1994-02-10,194836.67,616.0,46700.0,5600.0,634.1,185203.68,2442.0,2988.0,25120.0,245038.28,30000.0,11993.0,136836.43,111940.0,39719.0,139054.28,275477.21,4154.0,348236.36,7782.0,199322.98,2352.0,128792.97,9120.0,175996.83,278392.79,29639.0,221923.57,242070.94,25763.0,197514.2,1332.0,139793.62,43438.0,15450.0,246566.68,138358.42,336720.15,2613.0,132300.12,179881.04,177276.59,192013.16,6026.0,351109.69,10197.0,2442.0,123949.75,1562.9
1994-02-11,235364.96,1854.0,65300.0,5640.0,708.4,205218.44,3466.0,2949.0,30298.0,280292.67,20000.0,12889.0,86340.43,46408.0,35723.0,83147.31,305269.36,2763.0,354872.37,5758.0,240591.27,2300.0,124572.58,8993.0,256264.92,300047.84,39376.0,263780.6,290001.05,24000.0,244439.97,1026.0,97169.91,39468.0,15750.0,274630.59,105875.79,350977.15,2157.0,115447.08,261465.2,205857.88,226001.77,4015.0,355182.12,7282.0,3466.0,129945.5,1710.4
1994-02-12,340999.68,1726.0,89500.0,4960.0,262.4,170299.78,19503.0,2891.0,36163.0,336968.3,25000.0,122490.0,62073.81,31368.0,20388.0,60639.88,361437.3,43278.0,394853.73,3747.0,339922.68,2300.0,94061.67,4495.0,322020.19,349666.0,49007.0,322903.55,353928.47,24300.0,319387.81,734.0,69881.22,36517.0,17072.0,326187.55,75754.02,397030.2,1459.0,83859.08,303442.89,179432.77,287942.59,4648.0,392678.86,6413.0,3524.0,103011.7,2743.3
1994-02-13,356729.39,1417.0,100000.0,4100.0,642.4,139860.46,14179.0,2853.0,37327.0,410632.56,25000.0,93551.0,64070.05,37224.0,19721.0,63879.77,433861.28,52689.0,458907.29,2158.0,361451.33,2188.0,80538.71,3592.0,295818.29,418393.48,57940.0,393073.48,431053.68,16240.0,377198.28,670.0,69016.9,34668.0,16527.0,396216.44,71807.61,464429.01,1479.0,74995.79,261977.35,147655.18,271958.55,5571.0,455020.32,6949.0,3340.0,85945.42,2682.9
1994-02-14,305418.93,1465.0,99600.0,3810.0,624.3,118948.32,8043.0,2017.0,38352.0,473689.12,18000.0,85432.0,65943.66,38902.0,13216.0,65672.7,503083.32,42344.0,530448.34,3624.0,315979.71,2352.0,79287.26,3688.0,253926.77,489095.06,58811.0,408696.37,472134.96,8543.0,361468.8,663.0,70606.86,32710.0,16309.0,463153.51,73176.43,535317.55,562.0,75440.74,229334.7,124746.87,230186.59,4044.0,526148.51,6621.0,2607.0,82450.07,2624.9
1994-02-15,255459.51,1489.0,120400.0,3030.0,1071.8,107736.97,8364.0,3105.0,39669.0,486684.55,9100.0,70963.0,63206.76,34616.0,9051.0,62719.42,534914.43,25338.0,580316.85,3491.0,265600.16,4112.0,77545.83,3250.0,223978.81,531214.47,60760.0,367089.5,452523.95,7556.0,310361.55,1438.0,67417.63,30232.0,17726.0,490259.28,70414.19,578157.94,650.0,73338.19,202490.32,111698.54,201225.19,3787.0,577807.71,6228.0,2705.0,80731.83,2589.0
1994-02-16,226172.78,1844.0,121800.0,2280.0,1012.0,101767.23,7267.0,2872.0,42851.0,451047.0,6100.0,61949.0,60664.47,31368.0,6520.0,60212.7,518398.18,22414.0,586944.08,3213.0,234087.12,4112.0,74158.83,5356.0,200369.14,527482.12,55809.0,314019.46,400651.54,8094.0,268082.0,1256.0,64062.52,28120.0,18489.0,467616.74,66947.4,574662.53,636.0,69880.97,181802.15,104737.93,181216.48,4333.0,587792.48,6545.0,2404.0,77513.98,1603.4
1994-02-17,204306.56,1784.0,99500.0,2230.0,949.4,96463.86,6483.0,2541.0,37824.0,392642.73,5450.0,50205.0,57468.46,29958.0,5121.0,56999.64,464859.18,20454.0,550667.87,2927.0,211113.26,4784.0,70452.04,6106.0,179158.18,483364.54,27671.0,277199.06,338836.27,8334.0,241233.35,1737.0,60789.82,27668.0,17726.0,414679.69,63537.59,530281.72,712.0,66343.59,162423.12,99220.44,163559.29,4433.0,554748.23,5524.0,2148.0,73727.07,1930.4
1994-02-18,186566.14,1648.0,99100.0,2415.0,212.4,91817.16,5964.0,2206.0,35926.0,334701.11,5000.0,41694.0,55360.03,28718.0,4356.0,54959.84,402532.33,22302.0,491655.58,2302.0,192297.6,5559.0,67584.2,5661.0,160667.37,422827.38,18062.0,252172.09,290375.94,8128.0,219579.92,1323.0,58744.9,27956.0,17399.0,355753.7,61271.3,468724.24,719.0,63790.56,145676.18,94373.97,148157.14,4571.0,497356.44,5407.0,1402.0,70602.7,748.8
1994-02-19,167903.18,1721.0,99800.0,3500.0,58.3,90436.24,5579.0,1701.0,34565.0,292825.18,5400.0,35098.0,56442.94,29870.0,3928.0,56196.51,352398.62,16738.0,434332.64,1451.0,172711.48,6748.0,67883.99,5709.0,146799.28,368980.86,14800.0,230674.85,260772.15,8403.0,198893.6,1106.0,60657.19,29902.0,17508.0,308792.59,62801.64,414000.96,768.0,64679.97,133682.89,92421.06,137864.64,3682.0,439770.05,5741.0,465.0,70346.36,88.1
1994-02-20,156561.07,1874.0,98400.0,7550.0,58.3,94949.19,5236.0,1928.0,33057.0,265991.09,5400.0,31643.0,59986.71,30046.0,3519.0,59838.2,317847.81,10070.0,391348.84,1211.0,160297.51,7301.0,73488.24,7216.0,141628.66,329950.76,16725.0,213043.08,240843.74,9509.0,182767.78,1562.0,68036.02,32668.0,19688.0,277380.14,69837.53,375321.22,776.0,70951.95,130988.34,96037.59,135860.38,3523.0,395578.32,7203.0,390.0,75208.43,87.1
1994-02-21,162900.92,2165.0,98600.0,14115.0,63.7,111879.51,4962.0,2278.0,31500.0,249151.22,5400.0,30819.0,74990.01,30398.0,3232.0,75337.74,295234.9,8330.0,363133.79,847.0,164914.65,7678.0,90634.68,8605.0,148268.15,303941.02,15917.0,205700.64,229910.6,13060.0,180807.96,2293.0,88913.03,35657.0,31888.0,257512.88,89971.37,350689.92,1158.0,89385.07,140185.77,111223.3,147901.23,2977.0,366156.37,11325.0,390.0,90923.47,98.6
1994-02-22,203357.75,3663.0,98400.0,17100.0,61.6,154365.67,6827.0,2051.0,32749.0,245159.0,7500.0,33722.0,119538.47,47200.0,3512.0,121119.6,286827.13,12976.0,349249.2,1233.0,203228.83,7641.0,130453.56,12477.0,179942.96,291657.8,16300.0,220087.46,236320.1,20410.0,207184.78,1988.0,134999.73,38334.0,54556.0,249889.69,134946.75,340107.78,815.0,131368.16,174619.21,150267.16,186387.47,1866.0,351131.97,19433.0,1823.0,128158.14,996.3
1994-02-23,251572.14,3119.0,102500.0,11200.0,640.4,183711.29,5333.0,1982.0,33183.0,274261.68,8500.0,39722.0,113873.01,32620.0,3895.0,112851.41,305996.13,19184.0,358943.98,1670.0,251716.36,7603.0,144171.92,12962.0,242882.97,303622.76,34200.0,263784.59,280232.59,22518.0,256459.1,4859.0,127538.9,43350.0,55445.0,270220.88,133372.4,355134.86,2915.0,138242.66,243544.2,182375.79,227112.94,13077.0,359026.75,16970.0,2505.0,147058.9,1130.2
1994-02-24,323657.06,6024.0,97500.0,12400.0,636.2,213845.66,13333.0,3246.0,37760.0,342956.87,30000.0,64096.0,134972.3,56980.0,12221.0,135334.36,365727.8,33459.0,407120.22,3411.0,324064.41,7188.0,158361.94,20124.0,288059.34,353041.85,53080.0,336564.86,362662.96,27472.0,324369.79,3987.0,147772.54,52032.0,57604.0,328922.79,151200.05,411219.01,1806.0,153138.83,272593.02,212963.02,279417.42,9321.0,404340.39,16684.0,3258.0,161690.39,2615.9
